ID	Description	Type
253207	Motor overcurrent (actual  = {0:F2}A  threshold = {1:F2}A). Do not override.	Fault
253208	Commanded position {0:F3}cm greater than maximum limit {1:F3}cm.	Fault
253209	Commanded position {0:F3}cm less than minimum limit {1:F3}cm.	Fault
253213	Secondary position deviation of {0:F3}cm while moving exceeded threshold {1:F3}cm.	Fault
253214	Secondary position drift of {0:F3}cm while holding position exceeded threshold {1:F3}cm.	Fault
253215	Failed to reach position within {0:F0} ms.	Fault
253216	Primary and secondary moving in opposite directions, primary  changed {0:F0} revolution and secondary  changed {1:F0} revolution.	Fault
253218	Commanded position changed {0:F0} revolution but primary position only changed {1:F0} revolution.	Fault
253219	Commanded position changed {0:F0} revolution but secondary position only changed {1:F0} revolution.	Fault
253224	Commanded velocity at position {0:F3}cm is above maximum {1:F3}cm/s.	Fault
253225	Commanded acceleration at position {0:F3}cm is above maximum {1:F3}cm/s^2.	Fault
253226	Commanded deceleration at position {0:F3}cm is above maximum {1:F3}cm/s^2.	Fault
253250	Initialization failed.  	Fault
253251	Failed to move off the hard stop.	Fault
253252	Failed to complete travel range checkout.	Fault
253253	Stall during travel range checkout.	Fault
253254	Failed to find secondary home position during initialization.	Fault
253255	Stall while moving to initial position after initialization. 	Fault
253256	Failed to reach initial position after initialization. 	Fault
253260	Encoder {0:F0} CRC mismatch on Y1 Blade axis.	Fault
253300	Difference between primary and secondary position of {0:F3}cm exceeded threshold of {1:F3}cm.	Fault
253302	Primary position deviation of {0:F3}cm while moving exceeded threshold {1:F3}cm.	Fault
253303	Primary position drift of {0:F3}cm while holding position exceeded threshold {1:F3}cm.	Fault
253304	Timed out while setting motor to poweroff state.	Fault
253305	Timed out while setting motor to ready state (servos engaged without moving).	Fault
253306	Timed out while setting motor to moving state.	Fault
253307	Motor overcurrent (actual  = {0:F2}A  threshold = {1:F2}A). Do not override.	Fault
253308	Commanded position {0:F3}cm greater than maximum limit {1:F3}cm.	Fault
253309	Commanded position {0:F3}cm less than minimum limit {1:F3}cm.	Fault
253313	Secondary position deviation of {0:F3}cm while moving exceeded threshold {1:F3}cm.	Fault
253314	Secondary position drift of {0:F3}cm while holding position exceeded threshold {1:F3}cm.	Fault
253315	Failed to reach position within {0:F0} ms.	Fault
253316	Primary and secondary moving in opposite directions, primary  changed {0:F0} revolution and secondary  changed {1:F0} revolution.	Fault
253318	Commanded position changed {0:F0} revolution but primary position only changed {1:F0} revolution.	Fault
253319	Commanded position changed {0:F0} revolution but secondary position only changed {1:F0} revolution.	Fault
253324	Commanded velocity at position {0:F3}cm is above maximum {1:F3}cm/s.	Fault
253325	Commanded acceleration at position {0:F3}cm is above maximum {1:F3}cm/s^2.	Fault
253326	Commanded deceleration at position {0:F3}cm is above maximum {1:F3}cm/s^2.	Fault
253350	Initialization failed.  	Fault
253351	Failed to move off the hard stop.	Fault
253352	Failed to complete travel range checkout.	Fault
253353	Stall during travel range checkout.	Fault
253354	Failed to find secondary home position during initialization.	Fault
253355	Stall while moving to initial position after initialization. 	Fault
253356	Failed to reach initial position after initialization. 	Fault
253360	Encoder {0:F0} CRC mismatch on Y2 Blade axis.	Fault
253400	Difference between primary and secondary position of {0:F3}cm exceeded threshold of {1:F3}cm.	Fault
253402	Primary position deviation of {0:F3}cm while moving exceeded threshold {1:F3}cm.	Fault
253403	Primary position drift of {0:F3}cm while holding position exceeded threshold {1:F3}cm.	Fault
253404	Timed out while setting motor to poweroff state.	Fault
253405	Timed out while setting motor to ready state (servos engaged without moving).	Fault
253406	Timed out while setting motor to moving state.	Fault
253407	Motor overcurrent (actual  = {0:F2}A  threshold = {1:F2}A). Do not override.	Fault
253408	Commanded position {0:F3}cm greater than maximum limit {1:F3}cm.	Fault
253409	Commanded position {0:F3}cm less than minimum limit {1:F3}cm.	Fault
253413	Secondary position deviation of {0:F3}cm while moving exceeded threshold {1:F3}cm.	Fault
253414	Secondary position drift of {0:F3}cm while holding position exceeded threshold {1:F3}cm.	Fault
253415	Failed to reach position within {0:F0} ms.	Fault
253416	Primary and secondary moving in opposite directions, primary  changed {0:F0} revolution and secondary  changed {1:F0} revolution.	Fault
253418	Commanded position changed {0:F0} revolution but primary position only changed {1:F0} revolution.	Fault
253419	Commanded position changed {0:F0} revolution but secondary position only changed {1:F0} revolution.	Fault
253424	Commanded velocity at position {0:F3}cm is above maximum {1:F3}cm/s.	Fault
253425	Commanded acceleration at position {0:F3}cm is above maximum {1:F3}cm/s^2.	Fault
253426	Commanded deceleration at position {0:F3}cm is above maximum {1:F3}cm/s^2.	Fault
253450	Initialization failed.  	Fault
253451	Failed to move off the hard stop.	Fault
253452	Failed to complete travel range checkout.	Fault
253453	Stall during travel range checkout.	Fault
253454	Failed to find secondary home position during initialization.	Fault
253455	Stall while moving to initial position after initialization. 	Fault
253456	Failed to reach initial position after initialization. 	Fault
253460	Encoder {0:F0} CRC mismatch on Y1 Blade axis.	Fault
253500	Difference between primary and secondary position of {0:F3}cm exceeded threshold of {1:F3}cm.	Fault
253502	Primary position deviation of {0:F3}cm while moving exceeded threshold {1:F3}cm.	Fault
253503	Primary position drift of {0:F3}cm while holding position exceeded threshold {1:F3}cm.	Fault
253504	Timed out while setting motor to poweroff state.	Fault
253505	Timed out while setting motor to ready state (servos engaged without moving).	Fault
253506	Timed out while setting motor to moving state.	Fault
253507	Motor overcurrent (actual  = {0:F2}A  threshold = {1:F2}A). Do not override.	Fault
253508	Commanded position {0:F3}cm greater than maximum limit {1:F3}cm.	Fault
253509	Commanded position {0:F3}cm less than minimum limit {1:F3}cm.	Fault
253513	Secondary position deviation of {0:F3}cm while moving exceeded threshold {1:F3}cm.	Fault
253514	Secondary position drift of {0:F3}cm while holding position exceeded threshold {1:F3}cm.	Fault
253515	Failed to reach position within {0:F0} ms.	Fault
253516	Primary and secondary moving in opposite directions, primary  changed {0:F0} revolution and secondary  changed {1:F0} revolution.	Fault
253518	Commanded position changed {0:F0} revolution but primary position only changed {1:F0} revolution.	Fault
253519	Commanded position changed {0:F0} revolution but secondary position only changed {1:F0} revolution.	Fault
253524	Commanded velocity at position {0:F3}cm is above maximum {1:F3}cm/s.	Fault
253525	Commanded acceleration at position {0:F3}cm is above maximum {1:F3}cm/s^2.	Fault
253526	Commanded deceleration at position {0:F3}cm is above maximum {1:F3}cm/s^2.	Fault
253550	Initialization failed.  	Fault
253551	Failed to move off the hard stop.	Fault
253552	Failed to complete travel range checkout.	Fault
253553	Stall during travel range checkout.	Fault
253554	Failed to find secondary home position during initialization.	Fault
253555	Stall while moving to initial position after initialization. 	Fault
253556	Failed to reach initial position after initialization. 	Fault
253560	Encoder {0:F0} CRC mismatch on Y1 Blade axis.	Fault
253600	Difference between primary and secondary position of {0:F3}cm exceeded threshold of {1:F3}cm.	Fault
253602	Primary position deviation of {0:F3}cm while moving exceeded threshold {1:F3}cm.	Fault
253603	Primary position drift of {0:F3}cm while holding position exceeded threshold {1:F3}cm.	Fault
253604	Timed out while setting motor to poweroff state.	Fault
253605	Timed out while setting motor to ready state (servos engaged without moving).	Fault
253606	Timed out while setting motor to moving state.	Fault
253607	Motor overcurrent (actual  = {0:F2}A  threshold = {1:F2}A). Do not override.	Fault
253608	Commanded position {0:F3}cm greater than maximum limit {1:F3}cm.	Fault
253609	Commanded position {0:F3}cm less than minimum limit {1:F3}cm.	Fault
253613	Secondary position deviation of {0:F3}cm while moving exceeded threshold {1:F3}cm.	Fault
253614	Secondary position drift of {0:F3}cm while holding position exceeded threshold {1:F3}cm.	Fault
253615	Failed to reach position within {0:F0} ms.	Fault
253616	Primary and secondary moving in opposite directions, primary  changed {0:F0} revolution and secondary  changed {1:F0} revolution.	Fault
253618	Commanded position changed {0:F0} revolution but primary position only changed {1:F0} revolution.	Fault
253619	Commanded position changed {0:F0} revolution but secondary position only changed {1:F0} revolution.	Fault
253624	Commanded velocity at position {0:F3}cm is above maximum {1:F3}cm/s.	Fault
253625	Commanded acceleration at position {0:F3}cm is above maximum {1:F3}cm/s^2.	Fault
253626	Commanded deceleration at position {0:F3}cm is above maximum {1:F3}cm/s^2.	Fault
253650	Initialization failed.  	Fault
253651	Failed to move off the hard stop.	Fault
253652	Failed to complete travel range checkout.	Fault
253653	Stall during travel range checkout.	Fault
253654	Failed to find secondary home position during initialization.	Fault
253655	Stall while moving to initial position after initialization. 	Fault
253656	Failed to reach initial position after initialization. 	Fault
253660	Encoder {0:F0} CRC mismatch on Y1 Blade axis.	Fault
254000	AFC signal sample delay time deviate from set value. Actual: {0}. Programmed: {1}	Fault
254001	Gun signal sample delay time deviate from set value. Actual: {0}. Programmed: {1}	Fault
254002	Magnetron signal sample delay time deviate from set value. Actual: {0}. Programmed: {1}	Fault
254003	RF signal sample delay time deviate from set value. Actual: {0}. Programmed: {1}	Fault
254004	Pulse Width deviate from set value. Actual: {0}. Programmed: {1}	Fault
254005	Program value of Pulse Amplitude deviate from set value. Actual: {0}. Programmed: {1}	Fault
254006	 Gun filament is outside of operational range, actual value {0:F1} V, min limit 5.1 V, max limit 8.5 V.	Fault
254100	Accelerator Vacion pump disabled unexpectedly.	Fault
254101	The Vacion voltage read back is zero when Vacion pump power is enable.	Fault
256200	Beam Generation subsystem has detected that the 500V power supply to Ion Chamber power by the BGM Controller PCB has deviated outside of operational range.	Fault
256201	Beam Generation subsystem has detected that the 500V power supply to Ion Chamber power by the BGM Controller PCB has deviated outside of operational range.	Fault
256202	Ion Chamber 2.5V reference voltage of the first ADC out of range. Actual Value {0}.	Fault
256203	Ion Chamber 0.05V reference voltage of the first ADC out of range. Actual Value {0}	Fault
256204	Ion Chamber 2.5V reference voltage of the second ADC out of range. Actual Value {0}.	Fault
256205	Ion Chamber 0.05V reference voltage of the second ADC out of range. Actual Value {0}.	Fault
256206	AFC Motor Power Analog +9V out of range. Actual Value {0}.	Fault
256207	FPGA Power Digital +1.2V out of range. Actual Value {0}.	Fault
256208	FPGA Power Digital +3.3V out of range. Actual Value {0}.	Fault
256209	Ion Charge Integrator Power Analog -11V out of range. Actual Value {0}.	Fault
